record ID,pais,provincia,zona de especial proteccion para las aves,Kingdom,phylum,class,order,family,genus,species,year,month,date
e3280f2e-fb9d-4383-bc32-8b633417b144,Hong Kong,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,6,3/6/2017
fd76592f-5cda-4328-a453-9e75f9ad1b98,Hong Kong,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,6,1/6/2017
756b0e65-31aa-492e-8e59-58efca695444,Israel,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2018,4,1/4/2018
978bcb8c-df91-4402-84dc-7dca233b402f,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,2/9/2014
4b98e880-45ec-4e11-8640-8d6db033a9c8,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2015,10,25/10/2015
cb0bede0-14b4-46b3-8385-86019f25973e,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2015,8,17/8/2015
b28b190d-17e1-43fb-ab09-fb7f41c811d3,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2016,9,3/9/2016
26383b48-f2c6-4f56-af60-3219128819df,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,10,28/10/2017
466dc218-6a85-4621-b987-4e7e7c330f8c,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,8,28/8/2017
9f8e725f-b978-4719-9d2a-36c881081a63,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,11,2/11/2017
f6fdbe3b-0e6c-4831-a1c8-27738713156b,Italy,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,10,28/10/2017
a1e763a9-dcb6-40c8-a8c7-79eb111d0037,Macedonia,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,4,2/4/2017
d065c25a-ab66-4713-a5ee-bb1ad0d8e185,Mexico,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2015,10,12/10/2015
0cd2db00-99e8-4be9-9b00-f3bf14e77968,Panama,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2015,10,16/10/2015
0c1e9a7c-574b-4174-aab7-49b1aef996a2,Puerto Rico,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,2,22/2/2017
7a8cab32-74ee-46cb-ab3b-2b0bad9ed335,Puerto Rico,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,5,31/5/2017
2c206fb4-4ab2-4f70-8f2c-8c05505d2df5,Slovenia,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2015,7,23/7/2015
5b8cc034-3ab7-4737-a29d-2ce54939ab98,Slovenia,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2016,7,4/7/2016
ea60d932-0ba3-4a2e-8748-19e7c8a506c4,Slovenia,,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2017,7,17/7/2017
00820951-0704-4d08-999d-b8ea7bd94a75,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,21/9/2014
01fcb602-bb24-4861-86d3-b90b0aed8693,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,30/8/2014
0253ef84-6e26-4840-8ebd-56b406348878,Spain,Alicante,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,19/7/2014
02b5cd7e-c8b0-4589-9fc9-ca47d706a28f,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,31/7/2014
035058be-a548-4479-bf9d-5ee377476ef7,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,22/8/2014
04d5435a-8313-452f-b509-e5f122999392,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,27/8/2014
05cc0f9b-b330-420e-acdb-09d4f6fd64a8,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,15/9/2014
0609a5c2-5938-4387-8837-fd262983477e,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,5/8/2014
067c51a3-310e-4a8b-8610-a258fd39b972,Spain,Castellon,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,11,10/11/2014
073184c1-ac48-4753-b982-554dc6b7473e,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,8/10/2014
0773feee-403d-4c3b-8877-41244f5247f2,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,21/7/2014
079232c3-d64b-40b0-b762-64032003d81c,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,13/7/2014
07bf3a44-9dff-4efc-838c-b40be88fbfd2,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,9/8/2014
08c96644-8e5b-4151-8389-8b7f67389ec3,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,27/7/2014
08dc86f7-5392-4624-8289-e06d72dc9884,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,12/8/2014
09777db0-ee98-45bb-b119-7950036362aa,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,5/9/2014
0a5493c7-bd43-41b4-9453-d0167b2f5451,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,9/9/2014
0ad814a4-51ce-41b9-a353-0c485f017efb,Spain,Malaga,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,1/10/2014
0b23e9a2-6579-4512-be8e-9a75369e526f,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,30/6/2014
0b46131f-cfc4-4c7b-8f9e-b99e3585044a,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,17/10/2014
0b4f655e-dfe5-4169-bc57-110aea53166d,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,10/10/2014
0c259faa-c999-4fbf-89b4-984deb214cd2,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,25/8/2014
0c275820-eafa-4159-9504-e6a39ec28e61,Spain,Castellon,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,9/10/2014
0c3b9987-3751-4083-a470-bdf23a9444b2,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,5/8/2014
0cbe7846-1652-452a-ac80-ec5cb427d185,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,9/8/2014
0cf51917-76fc-4f61-8ae0-18345e7793f6,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,15/10/2014
0db9fb8c-5a24-4302-ae0e-d0876097d0f1,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,18/8/2014
0e2d42f7-5c2d-418a-9e99-914c6b31365d,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,27/8/2014
0e937485-e342-4d8c-a6bd-61757a28bd65,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,27/9/2014
0f9d9f2d-ef5c-4f15-9404-e97d4fdcf17f,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,15/7/2014
1082733c-66e3-4c70-90b4-8f2b9f92f1ed,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,3/10/2014
10cd7d2e-bb4e-4507-ab0c-966a064c483d,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,11,22/11/2014
11a5ebaa-66cd-452b-8f4e-0acfbd956484,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,3/7/2014
11e1036e-ec63-4f0b-b40b-9b7bbca84f9e,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,29/10/2014
1331de5d-b1d7-4f45-81f6-25cbfbc79e9b,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,26/10/2014
136b92ec-c0d7-417e-a1f8-5284b82e4991,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,4/9/2014
13eb3293-8c44-4bfe-acf8-eeb73508e845,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,30/6/2014
1600bfd3-b0e2-423f-a3be-8f0a86b01346,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,19/8/2014
161e9d79-3fd0-4705-8e1a-0bea0c702aa8,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,31/8/2014
175d720b-e9b5-470c-97b9-82b04e0ed31b,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,22/7/2014
18718624-e76d-4a7a-92b8-ea8397d832f3,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,12/7/2014
193e3f61-a195-4970-a7de-48256942e9c3,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,4/8/2014
1a80ba1d-bafa-41b2-a7a8-9732f09d9a11,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,23/8/2014
1b373249-8bed-462a-b3b8-d980476e6b6d,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,2/8/2014
1e4a24b0-46cd-4738-9056-5d97ce05d5d2,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,11/10/2014
1ebed019-7726-4564-b899-fa123d1be078,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,19/9/2014
1ed05576-a6c8-4ba5-a29f-0f2f298f0c6a,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,31/8/2014
211a942f-fe29-4f3e-9a64-387e8b141bfd,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,11,1/11/2014
21722a46-cf43-4994-bc7e-647950124b87,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,22/7/2014
22604816-eb25-410d-9242-fc5b036d3c27,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,18/10/2014
2296601b-6eef-449e-8a0a-b11c5ade15db,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,1/7/2014
2403ef34-3530-4b3a-84be-fa166af8dd41,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,18/10/2014
2409a8e1-1235-4f8f-af1d-86e88f76703a,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,1/10/2014
253fc03c-b8a7-4821-a214-1b14961068c2,Spain,Tarragona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,2/8/2014
25baf35e-477b-444a-82a1-9da7952ee4d8,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,21/8/2014
267dfd1c-f4ed-4a9c-ac38-b1528641138a,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,11/10/2014
26e3b58b-cc4a-411d-9266-1274f9566ed8,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,18/10/2014
27f15c6f-75bf-4f90-a29a-b20714ba2b19,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,23/6/2014
292732d9-c1dd-430c-8262-485fdc4d91e8,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,16/10/2014
2930208a-aab0-45f9-88bf-0042515db73d,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,17/10/2014
296c68b1-f0c9-446b-ad8c-66835c91ffa0,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,1/10/2014
2973b26a-c27f-4049-9f58-5fbbe4d183e5,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,1/7/2014
2a06e62c-48b0-40fb-b422-63ab4334a3d4,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,23/6/2014
2a368373-b589-480d-b0b8-c2d8eb02760f,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,17/10/2014
2ad2ba2a-9ea8-4cb2-a836-64bbcb3d95fb,Spain,Malaga,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,5/10/2014
2b0f7897-5e9d-45cb-882c-699e906b8279,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,9/9/2014
2c7c1524-605b-42ec-b4cc-827d43c19378,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,16/10/2014
2d38c482-fdeb-47ad-8754-b301b3706bf1,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,28/6/2014
2d76282f-91ee-4aa3-88e8-97b3fcddc3ea,Spain,Castellon,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,16/10/2014
2dc978ca-2a2e-4173-9868-5a173e90c05c,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,21/10/2014
2e83f11f-c7c1-4f12-b5fe-2db42e8ccb7b,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,9/8/2014
2f161bab-63e1-472b-bbe8-711fa6929c66,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,20/10/2014
2f3ca4ae-fec3-4484-bdef-98b8b990d065,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,23/9/2014
30b88992-ae61-44e6-842a-6dfd1f7483c3,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,13/8/2014
313330ac-950f-4463-bbf6-54d53ca8a70b,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,26/9/2014
325bd591-166a-49a5-a528-34b9715f7b7d,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,13/10/2014
329145d5-f622-423e-bf01-e23c4356f48e,Spain,Castellon,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,24/9/2014
33b5a811-9d2b-4c4c-9448-fc3ec8a90d2e,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,4/9/2014
34483fef-c7ac-4c32-bb82-130f609911bc,Spain,Tarragona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,18/10/2014
3588b07d-8f69-4ea1-83d3-d717f672408d,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,22/7/2014
36a38ec5-213e-44ae-b383-2a93b52198d5,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,24/7/2014
386eb526-103c-40ab-8c2d-a9d8d661de2b,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,31/7/2014
3a594a42-d977-4559-9df7-d0d485f4b612,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,4/8/2014
3c21f7bb-31d8-4984-bcd8-79e0699f0541,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,26/8/2014
3cbb8d3c-145c-4e5a-8572-9542ada573da,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,24/9/2014
3ccfa862-6e24-4b0a-806a-62010af1de99,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,26/8/2014
3e32e752-5346-4fc7-9371-bcf1b770c5a8,Spain,Illes Balears,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,11,20/11/2014
3e7c512d-10df-45ae-b509-6126bedcfda0,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,30/6/2014
3fde0b5d-5c47-440a-a5be-c00e609e5fd9,Spain,Tarragona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,19/7/2014
4001b3f7-d996-4653-ad7c-97261136f4ad,Spain,Alicante,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,17/10/2014
402690e9-856b-430d-be6a-112783d06133,Spain,Tarragona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,15/8/2014
412dd362-64fd-473f-aff3-e7887dda8229,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,28/9/2014
41f7d6f9-63a8-4a1d-9474-1390af1de12e,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,8/9/2014
42630f4d-d933-4e13-bd63-1364f8746e0e,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,13/8/2014
427ff8fb-2891-47b6-ba3f-9f138e949fc7,Spain,Girona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,17/10/2014
437865f6-0bfd-48aa-be2a-bba8d6a400ca,Spain,Castellon,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,16/9/2014
43a956b1-f2bc-4796-8cf3-98c4d1d918b7,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,10,18/10/2014
460248fc-be41-40dd-a4bc-cb6b059ef29c,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,20/7/2014
467a1cf5-b99a-474c-b65b-3ab7cbec4ab3,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,8,31/8/2014
46865861-ea61-47cb-8064-2e02302f8cc5,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,9,27/9/2014
4a17764d-205c-4928-bda7-d51b49382143,Spain,Barcelona,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,7,25/7/2014
4a32f90e-2885-4a45-819d-2e833ba42f50,Spain,Murcia,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,2014,6,30/6/2014
